created,modified,id,doi,doi_url,title,updated,metadata.doi,metadata.publication_date,metadata.description,metadata.access_right,metadata.creators,metadata.related_identifiers,metadata.license.id,metadata.communities,metadata.notes,links.self_html,links.parent_html,links.communities,metadata.keywords,metadata.locations,conceptdoi,metadata.contributors,metadata.custom.code:codeRepository,metadata.grants,links.parent_doi,links.parent_doi_html,metadata.dates,metadata.alternate_identifiers,links.thumbnails.10,links.thumbnails.50,links.thumbnails.100,links.thumbnails.250,links.thumbnails.750,links.thumbnails.1200,metadata.language,metadata.version,metadata.journal.title,metadata.meeting.title,metadata.meeting.acronym,metadata.meeting.dates,metadata.meeting.place,metadata.method,metadata.meeting.url
2024-11-25T21:18:45.833998+00:00,2024-11-25T21:18:46.452122+00:00,14207339,10.5281/zenodo.14207339,https://doi.org/10.5281/zenodo.14207339,Brida 2024 data files,2024-11-25T21:18:46.452122+00:00,10.5281/zenodo.14207339,2024-11-22,"<p>This dataset contains the following related to Brida et al 2024 <em>Science Advances</em></p>
<ul>
<li>All Prism files supporting conclusions of this publication</li>
<li>Histological validation of targeting for behavioral experiments</li>
<li>The processed Seurat object for CRISPRi <em>Reln</em> knockdown snRNAseq experiment presented in Figure 4 (""allRats_souped_noDoub.rds"")</li>
<li>csv's for supplemental figures S5 &amp; S8</li>
</ul>",open,"[{'name': 'Brida, Kasey', 'affiliation': 'University of Alabama at Birmingham', 'orcid': '0000-0001-9187-0412'}]","[{'identifier': 'https://github.com/Jeremy-Day-Lab/ Brida_Reln_2024', 'relation': 'isSupplementTo', 'resource_type': 'software', 'scheme': 'url'}, {'identifier': 'https://github.com/LieberInstitute/ dotdotdot', 'relation': 'isSupplementedBy', 'resource_type': 'software', 'scheme': 'url'}, {'identifier': '10.5281/zenodo.14207444', 'relation': 'isSupplementedBy', 'resource_type': 'dataset', 'scheme': 'doi'}]",cc-by-4.0,,,https://zenodo.org/records/14207339,https://zenodo.org/records/14207338,https://zenodo.org/api/records/14207339/communities,,,10.5281/zenodo.14207338,,,,https://doi.org/10.5281/zenodo.14207338,https://zenodo.org/doi/10.5281/zenodo.14207338,,,,,,,,,,,Science Advances,,,,,,
